species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,taxonRank,coordinateUncertaintyInMeters,year,basisOfRecord,occurrenceStatus
Bombax buonopozense,2.668604,6.963955,BEN,NA,2556154659,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.591094,7.791791,BEN,NA,2556154658,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.67449,6.961435,BEN,NA,2556154648,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.67132,6.964816,BEN,NA,2556154633,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.671935,6.96478,BEN,NA,2556154622,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.590654,7.788055,BEN,NA,2556154610,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.67651,6.96074,BEN,NA,2556154605,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.3786,7.892051,BEN,NA,2556154597,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.673845,6.964655,BEN,NA,2556154589,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.469896,7.763364,BEN,NA,2556154588,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.674135,6.964221,BEN,NA,2556154579,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.379562,7.891718,BEN,NA,2556154569,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.591472,7.78584,BEN,NA,2556154539,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.386014,7.890244,BEN,NA,2556154512,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.469914,7.763481,BEN,NA,2556154505,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.591186,7.791285,BEN,NA,2556154496,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.669699,6.964362,BEN,NA,2556154495,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.383845,7.964022,BEN,NA,2556154483,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.671519,6.964572,BEN,NA,2556154479,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.591134,7.788499,BEN,NA,2556154477,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.382786,7.889371,BEN,NA,2556154456,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.674144,6.965587,BEN,NA,2556154452,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.469365,7.760269,BEN,NA,2556154437,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.590614,7.791836,BEN,NA,2556154426,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.38233,7.890727,BEN,NA,2556154416,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.591214,7.789919,BEN,NA,2556154406,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.668632,6.96371,BEN,NA,2556154386,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.382349,7.889995,BEN,NA,2556154383,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.470532,7.762252,BEN,NA,2556154365,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.380551,7.88537,BEN,NA,2556154340,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.382603,7.890366,BEN,NA,2556154326,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.591849,7.790354,BEN,NA,2556154317,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.470395,7.763636,BEN,NA,2556154301,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.587202,7.783927,BEN,NA,2556154300,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Bombax buonopozense,2.668604,6.963755,BEN,NA,2556154290,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.67256,6.964925,BEN,NA,2556154288,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.587982,7.784037,BEN,NA,2556154285,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.3799,7.889855,BEN,NA,2556154266,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.380045,7.890018,BEN,NA,2556154264,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.587734,7.45554,BEN,NA,2556154260,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.467979,7.766011,BEN,NA,2556154241,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.586483,7.455874,BEN,NA,2556154238,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.581202,7.462544,BEN,NA,2556154235,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.468356,7.761815,BEN,NA,2556154229,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.470095,7.764042,BEN,NA,2556154221,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.3799,7.889828,BEN,NA,2556154216,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.382304,7.889723,BEN,NA,2556154211,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.466527,7.759922,BEN,NA,2556154190,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.590962,7.7883,BEN,NA,2556154185,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.381396,7.890635,BEN,NA,2556154184,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.470051,7.763246,BEN,NA,2556154183,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.58681,7.455033,BEN,NA,2556154180,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.379636,7.890814,BEN,NA,2556154179,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.590753,7.788462,BEN,NA,2556154171,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.471691,7.764252,BEN,NA,2556154159,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.586539,7.784623,BEN,NA,2556154129,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.469736,7.76122,BEN,NA,2556154066,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.382003,7.891288,BEN,NA,2556154053,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.380596,7.885849,BEN,NA,2556154048,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.466817,7.760311,BEN,NA,2556154042,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.46995,7.764015,BEN,NA,2556154036,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.586357,7.455403,BEN,NA,2556154024,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.472405,7.765908,BEN,NA,2556154019,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.466754,7.759904,BEN,NA,2556154018,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.467782,7.764265,BEN,NA,2556154009,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.586268,7.783953,BEN,NA,2556153985,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Bombax buonopozense,2.586529,7.454825,BEN,NA,2556153969,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.467361,7.760366,BEN,NA,2556153949,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.470095,7.764115,BEN,NA,2556153947,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.11322,9.502579,BEN,NA,2556153834,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.380505,7.885487,BEN,NA,2556153811,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.587281,7.455042,BEN,NA,2556153640,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.111402,9.507847,BEN,NA,2556153562,Malvaceae,SPECIES,NA,2015,HUMAN_OBSERVATION,PRESENT
Pseudobombax simplicifolium,-41.008333,-9.763194,BRA,NA,2553496748,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,PRESENT
Ceiba jasminodora,-43.379167,-18.130556,BRA,NA,2553496154,Malvaceae,SPECIES,NA,2015,PRESERVED_SPECIMEN,PRESENT
Ceiba pubiflora,-44.280944,-15.122917,BRA,NA,2553495679,Malvaceae,SPECIES,NA,2017,PRESERVED_SPECIMEN,PRESENT
Pseudobombax simplicifolium,-40.577722,-9.531722,BRA,NA,2553495357,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,PRESENT
Pseudobombax majus,-43.431333,-19.414444,BRA,NA,2553493908,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,PRESENT
Eriotheca parvifolia,-47.472778,-10.249167,BRA,NA,2553493459,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,PRESENT
Pseudobombax petropolitanum,-43.61525,-19.306472,BRA,NA,2553493411,Malvaceae,SPECIES,NA,2007,PRESERVED_SPECIMEN,PRESENT
Pseudobombax tomentosum,-43.987556,-19.473278,BRA,NA,2553493321,Malvaceae,SPECIES,NA,2006,PRESERVED_SPECIMEN,PRESENT
Pseudobombax majus,-46.716667,-23.55,BRA,NA,2553493306,Malvaceae,SPECIES,NA,2001,PRESERVED_SPECIMEN,PRESENT
Pseudobombax marginatum,-47.419444,-20.197222,BRA,NA,2553493259,Malvaceae,SPECIES,NA,2004,PRESERVED_SPECIMEN,PRESENT
Eriotheca obcordata,-39.475833,-12.853611,BRA,NA,2553493227,Malvaceae,SPECIES,NA,2000,PRESERVED_SPECIMEN,PRESENT
Pseudobombax majus,-46.716667,-23.55,BRA,NA,2553493212,Malvaceae,SPECIES,NA,2002,PRESERVED_SPECIMEN,PRESENT
Pseudobombax tomentosum,-47.783333,-14.166667,BRA,NA,2553493136,Malvaceae,SPECIES,NA,2000,PRESERVED_SPECIMEN,PRESENT
Pseudobombax marginatum,-44.567778,-20.811944,BRA,NA,2553491901,Malvaceae,SPECIES,NA,1994,PRESERVED_SPECIMEN,PRESENT
Pseudobombax grandiflorum,-41.033333,-20.066667,BRA,NA,2553473153,Malvaceae,SPECIES,NA,1990,PRESERVED_SPECIMEN,PRESENT
Ceiba jasminodora,-43.430833,-18.296944,BRA,NA,2550866944,Malvaceae,SPECIES,NA,2017,PRESERVED_SPECIMEN,PRESENT
Ceiba jasminodora,-43.1425,-18.061944,BRA,NA,2550865808,Malvaceae,SPECIES,NA,2017,PRESERVED_SPECIMEN,PRESENT
Ceiba jasminodora,-43.1425,-18.061944,BRA,NA,2550865328,Malvaceae,SPECIES,NA,2017,PRESERVED_SPECIMEN,PRESENT
Ceiba pentandra,-96.130029,15.90932,MEX,NA,2550161204,Malvaceae,SPECIES,31,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-86.843036,21.15508,MEX,NA,2550138378,Malvaceae,SPECIES,4,2019,HUMAN_OBSERVATION,PRESENT
Adansonia suarezensis,49.136392,-12.217033,MDG,NA,2550137667,Malvaceae,SPECIES,31092,2019,HUMAN_OBSERVATION,PRESENT
Ceiba speciosa,-103.416174,20.691148,MEX,NA,2550105341,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Bombax ceiba,70.596397,21.170602,IND,NA,2550099574,Malvaceae,SPECIES,482,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-96.131711,15.909019,MEX,NA,2550089490,Malvaceae,SPECIES,31,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,35.866126,-3.950674,TZA,NA,2550068161,Malvaceae,SPECIES,236,2012,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,38.183897,0.17748,KEN,NA,2550065109,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,-0.896964,10.858008,GHA,NA,2550064623,Malvaceae,SPECIES,8,2019,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-96.130177,15.909458,MEX,NA,2550055305,Malvaceae,SPECIES,31,2020,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,44.545836,-20.326514,MDG,NA,2550053858,Malvaceae,SPECIES,30490,2018,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,37.719188,-2.736547,KEN,NA,2550049896,Malvaceae,SPECIES,1953,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-87.056952,20.878505,MEX,NA,2550021035,Malvaceae,SPECIES,NA,2019,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-96.134249,15.908916,MEX,NA,2550020821,Malvaceae,SPECIES,31,2020,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-96.766678,17.044819,MEX,NA,2550018974,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Cavanillesia platanifolia,-80.120469,-3.897497,ECU,NA,2550017084,Malvaceae,SPECIES,31415,2019,HUMAN_OBSERVATION,PRESENT
Ceiba speciosa,28.345937,-26.151605,ZAF,NA,2550017021,Malvaceae,SPECIES,5,2020,HUMAN_OBSERVATION,PRESENT
Cavanillesia platanifolia,-80.240812,-4.077385,ECU,NA,2550003216,Malvaceae,SPECIES,31411,2019,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.234341,10.803954,BEN,NA,2550001798,Malvaceae,SPECIES,3718,2020,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-101.68596,21.125008,MEX,NA,2550001336,Malvaceae,SPECIES,16199,2019,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,14.437938,-9.686643,AGO,NA,2549984118,Malvaceae,SPECIES,100,2014,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,44.779537,-22.888013,MDG,NA,2549967855,Malvaceae,SPECIES,30237,2018,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,43.866674,-22.022221,MDG,NA,2549961123,Malvaceae,SPECIES,30318,2017,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,43.957472,-21.887707,MDG,NA,2549960890,Malvaceae,SPECIES,30338,2017,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,43.813492,-21.95969,MDG,NA,2549960886,Malvaceae,SPECIES,30338,2017,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,44.566264,-20.324767,MDG,NA,2549960364,Malvaceae,SPECIES,30490,2016,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,44.460654,-20.375611,MDG,NA,2549960363,Malvaceae,SPECIES,30490,2016,HUMAN_OBSERVATION,PRESENT
Adansonia grandidieri,44.536909,-20.377342,MDG,NA,2549960359,Malvaceae,SPECIES,30490,2016,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.042622,7.147999,BEN,NA,2549162757,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.688758,6.647911,BEN,NA,2549162756,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.946114,7.145075,BEN,NA,2549162752,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.323373,6.624515,BEN,NA,2549162751,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,3.203645,10.321073,BEN,NA,2549162713,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,3.0106290000000002,10.326922,BEN,NA,2549162711,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.36414,10.323997,BEN,NA,2549162710,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.045546,7.209413,BEN,NA,2549162691,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.954887,7.194791,BEN,NA,2549162688,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.479477,10.347104,BEN,NA,2549162687,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.273657,7.238658,BEN,NA,2549162678,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.864228,8.4201530000000009,BEN,NA,2549162620,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.618571,8.426002,BEN,NA,2549162616,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.341767,8.55657,BEN,NA,2549162615,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.408183,8.49619,BEN,NA,2549162612,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.715079,8.513737,BEN,NA,2549162611,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.339458,6.51046,BEN,NA,2549162603,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.283893,6.511922,BEN,NA,2549162597,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.808663,6.495837,BEN,NA,2549162595,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.376014,6.364235,BEN,NA,2549162589,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.370165,6.511922,BEN,NA,2549162583,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.13913,6.51046,BEN,NA,2549162582,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.121583,6.513384,BEN,NA,2549162579,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.299977,6.526545,BEN,NA,2549162578,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.326298,6.52362,BEN,NA,2549162574,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.402335,6.364235,BEN,NA,2549162573,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.615646,8.744772,BEN,NA,2549162564,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.773125,6.576031,BEN,NA,2549162563,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.548559,6.571874,BEN,NA,2549162562,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.62442,8.674584,BEN,NA,2549162558,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.577804,8.823733,BEN,NA,2549162555,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.954887,6.528007,BEN,NA,2549162546,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.641967,7.107056,BEN,NA,2549162545,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.652912,9.081761,BEN,NA,2549162542,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.343845,6.560176,BEN,NA,2549162541,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.840832,7.107056,BEN,NA,2549162540,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.712154,9.031372,BEN,NA,2549162539,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.071867,7.089509,BEN,NA,2549162538,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.376014,9.04307,BEN,NA,2549162537,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.071867,7.060264,BEN,NA,2549162536,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.150599,7.117975,BEN,NA,2549162535,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.57488,8.893921,BEN,NA,2549162524,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.221016,9.016749,BEN,NA,2549162522,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.644891,9.031372,BEN,NA,2549162521,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.925642,8.990429,BEN,NA,2549162520,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,1.652912,9.081761,BEN,NA,2549162510,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.960736,6.586497,BEN,NA,2549162480,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.653841,6.587959,BEN,NA,2549162478,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.522239,6.586497,BEN,NA,2549162477,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.633193,6.598195,BEN,NA,2549162475,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.91102,9.110333,BEN,NA,2549162450,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.310011,9.213669,BEN,NA,2549162436,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.144979,9.180521,BEN,NA,2549162433,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.355543,10.356167,BEN,NA,2549162413,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.808332,10.415501,BEN,NA,2549162412,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.36414,10.511165,BEN,NA,2549162384,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.007352,10.505316,BEN,NA,2549162382,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.253009,10.639842,BEN,NA,2549162380,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.270732,6.791211,BEN,NA,2549162374,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,3.188202,11.820081,BEN,NA,2549162373,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.756022,6.826305,BEN,NA,2549162365,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.791116,6.838003,BEN,NA,2549162363,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.756022,6.805834,BEN,NA,2549162362,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.165451,6.82338,BEN,NA,2549162360,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.091281,6.891491,BEN,NA,2549162340,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.191771,6.858474,BEN,NA,2549162333,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,3.220004,11.991811,BEN,NA,2549162326,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.057244,6.85555,BEN,NA,2549162324,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,3.34987,11.868129,BEN,NA,2549162309,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.895625,12.303469,BEN,NA,2549162287,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.919793,10.054944,BEN,NA,2549162286,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.656589,6.937436,BEN,NA,2549162285,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.510364,10.011077,BEN,NA,2549162283,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.677061,6.957907,BEN,NA,2549162282,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.136206,6.925738,BEN,NA,2549162281,Malvaceae,SPECIES,NA,2006,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.354897,10.1126,BEN,NA,2549162280,Malvaceae,SPECIES,NA,2008,HUMAN_OBSERVATION,PRESENT
