species,decimalLongitude,decimalLatitude,countryCode,individualCount,gbifID,family,taxonRank,coordinateUncertaintyInMeters,year,basisOfRecord,occurrenceStatus
Ceiba pentandra,-75.333662,10.524366,COL,NA,3019066298,Malvaceae,SPECIES,NA,2018,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.338254,10.517913,COL,NA,3019066040,Malvaceae,SPECIES,NA,2018,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.888741,10.799292,COL,NA,3019066023,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.326361,10.534545,COL,NA,3019065698,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.325987,10.534442,COL,NA,3019065686,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.930004,10.758009,COL,NA,3019065630,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.326126,10.53463,COL,NA,3019065196,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.930004,10.758009,COL,NA,3019065167,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.326222,10.534761,COL,NA,3019064963,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.969603,10.710361,COL,NA,3019064643,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.969603,10.710361,COL,NA,3019064588,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.322298,10.539018,COL,NA,3019064466,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.32175,10.53954,COL,NA,3019064348,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.319548,10.542145,COL,NA,3019063954,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.319545,10.542117,COL,NA,3019063939,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.321743,10.540345,COL,NA,3019063556,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.276735,10.582867,COL,NA,3019063493,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.369505,10.490456,COL,NA,3019063330,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.969603,10.710361,COL,NA,3019063258,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.265732,10.596713,COL,NA,3019063226,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.266441,10.595981,COL,NA,3019062997,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.278411,10.582922,COL,NA,3019062759,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.362853,10.496968,COL,NA,3019062598,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.276735,10.582867,COL,NA,3019062418,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.326169,10.534266,COL,NA,3019061751,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.360432,10.498445,COL,NA,3019061590,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.361136,10.498111,COL,NA,3019061556,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.354066,10.504342,COL,NA,3019061391,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.35388,10.504325,COL,NA,3019061375,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.264231,10.59806,COL,NA,3019061226,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.335759,10.520813,COL,NA,3019061008,Malvaceae,SPECIES,NA,2018,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.354051,10.504259,COL,NA,3019060985,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.849852,10.854562,COL,NA,3019060868,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.85642,10.846875,COL,NA,3019060569,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.011978,10.694418,COL,NA,3019060379,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.926487,10.762798,COL,NA,3019060223,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.864205,10.836372,COL,NA,3019060165,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.930718,10.759045,COL,NA,3019060153,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.927607,10.762327,COL,NA,3019059929,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.927226,10.762365,COL,NA,3019059920,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.096863,10.686586,COL,NA,3019059469,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.353097,10.505079,COL,NA,3019059417,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.353097,10.505079,COL,NA,3019059379,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.892394,10.779726,COL,NA,3019059324,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.847832,10.855601,COL,NA,3019059285,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.847558,10.855522,COL,NA,3019059274,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.847933,10.855781,COL,NA,3019059249,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.847461,10.855609,COL,NA,3019059241,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.319435,10.542283,COL,NA,3019058973,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.319371,10.542285,COL,NA,3019058972,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.319378,10.542267,COL,NA,3019058966,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.319674,10.542151,COL,NA,3019058965,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.31894,10.542542,COL,NA,3019058947,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.315478,10.546371,COL,NA,3019058784,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.315913,10.54574,COL,NA,3019058758,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.316047,10.545709,COL,NA,3019058754,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.864368,10.835955,COL,NA,3019058472,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.931445,10.758307,COL,NA,3019058263,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.952176,10.733999,COL,NA,3019058061,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.949281,10.73688,COL,NA,3019057979,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.122731,10.688124,COL,NA,3019057945,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.203335,10.679308,COL,NA,3019057826,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.102914,10.685982,COL,NA,3019057811,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.10319,10.686024,COL,NA,3019057767,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.104007,10.686016,COL,NA,3019057750,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.102589,10.686015,COL,NA,3019057682,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.203753,10.679232,COL,NA,3019057656,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.104294,10.686144,COL,NA,3019057116,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.271603,10.62306,COL,NA,3019057100,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.271756,10.62352,COL,NA,3019057020,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.271695,10.623184,COL,NA,3019056994,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.271755,10.623441,COL,NA,3019056970,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.102737,10.686078,COL,NA,3019056752,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.977354,10.703071,COL,NA,3019056509,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.97569,10.704481,COL,NA,3019056483,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.978348,10.702722,COL,NA,3019056360,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.989483,10.699674,COL,NA,3019056040,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.970494,10.711099,COL,NA,3019055683,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.970345,10.711215,COL,NA,3019055677,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-74.963143,10.720214,COL,NA,3019055619,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.961786,10.721781,COL,NA,3019055446,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.962857,10.72047,COL,NA,3019055443,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.961739,10.721866,COL,NA,3019055406,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.961732,10.721877,COL,NA,3019055383,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-74.961714,10.721878,COL,NA,3019055380,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.168855,10.686983,COL,NA,3019054935,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.048259,10.687349,COL,NA,3019054863,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.31995,10.541973,COL,NA,3019054562,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.072947,10.685202,COL,NA,3019054205,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.206557,10.678512,COL,NA,3019054134,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.206034,10.67859,COL,NA,3019054112,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.209259,10.677808,COL,NA,3019053973,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.209138,10.677707,COL,NA,3019053968,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.208567,10.677867000000001,COL,NA,3019053948,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.209427,10.677669,COL,NA,3019053851,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.276442,10.586909,COL,NA,3019053814,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.312211,10.549947,COL,NA,3019053360,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.060538,10.684837,COL,NA,3019053325,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pseudobombax septenatum,-75.105395,10.68616,COL,NA,3019052933,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.059929,10.684749,COL,NA,3019052737,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.055143,10.685104,COL,NA,3019052421,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.056812,10.684927,COL,NA,3019051820,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.274692,10.632071,COL,NA,3019051744,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.274583,10.631689,COL,NA,3019051657,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Pachira aquatica,-92.940462,18.010144,MEX,NA,3018146800,Malvaceae,SPECIES,56,2021,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,120.376515,22.733775,TWN,NA,3018127741,Malvaceae,SPECIES,1,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,10.464263,-2.116112,GAB,NA,3018125996,Malvaceae,SPECIES,488,2019,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-89.144337,14.837303,HND,NA,3018121191,Malvaceae,SPECIES,296,2010,HUMAN_OBSERVATION,PRESENT
Ceiba schottii,-89.571463,21.021436,MEX,NA,3018110745,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Pachira aquatica,-73.221041,6.64406,COL,NA,3018108352,Malvaceae,SPECIES,65,2019,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,29.288144,-22.223492,ZAF,NA,3018106798,Malvaceae,SPECIES,5350,2011,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-101.359476,20.684731,MEX,NA,3018093080,Malvaceae,SPECIES,NA,2021,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.786087,13.221995,NER,NA,3018081605,Malvaceae,SPECIES,8,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,37.119533,-7.321417,TZA,NA,3018080188,Malvaceae,SPECIES,5353,2018,HUMAN_OBSERVATION,PRESENT
Pseudobombax palmeri,-99.164108,18.87845,MEX,NA,3018065610,Malvaceae,SPECIES,NA,2016,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,28.598315,-16.476294,ZMB,NA,3018058852,Malvaceae,SPECIES,828,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,24.769111,-20.112142,BWA,NA,3018057208,Malvaceae,SPECIES,28,2014,HUMAN_OBSERVATION,PRESENT
Pseudobombax munguba,-60.109277,-3.062529,BRA,NA,3018055607,Malvaceae,SPECIES,4,2019,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-96.16864,15.75609,MEX,NA,3018054571,Malvaceae,SPECIES,4,2020,HUMAN_OBSERVATION,PRESENT
Bombax ceiba,76.273732,10.615253,IND,NA,3018018583,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.88449,13.36971,NER,NA,3018017557,Malvaceae,SPECIES,8,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-87.668541,13.521135,HND,NA,3018012193,Malvaceae,SPECIES,NA,2021,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,28.598315,-16.476294,ZMB,NA,3017999832,Malvaceae,SPECIES,828,2020,HUMAN_OBSERVATION,PRESENT
Pseudobombax ellipticum,-99.087565,21.875239,MEX,NA,3017988460,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Cavanillesia platanifolia,-77.779459,8.478189,PAN,NA,3017969647,Malvaceae,SPECIES,31279,2020,HUMAN_OBSERVATION,PRESENT
Ceiba speciosa,25.736805,-25.049239,BWA,NA,3017959976,Malvaceae,SPECIES,166,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,37.55605,-0.16571,KEN,NA,3017827903,Malvaceae,SPECIES,NA,2008,PRESERVED_SPECIMEN,PRESENT
Adansonia digitata,38.2,0.11667,KEN,NA,3017826358,Malvaceae,SPECIES,NA,1972,PRESERVED_SPECIMEN,PRESENT
Adansonia digitata,38.2,0.11667,KEN,NA,3017826356,Malvaceae,SPECIES,NA,1972,PRESERVED_SPECIMEN,PRESENT
Adansonia digitata,37.95,-0.14722,KEN,NA,3017826353,Malvaceae,SPECIES,NA,1989,PRESERVED_SPECIMEN,PRESENT
Ceiba jasminodora,-43.490278000000004,-18.472778,BRA,NA,3014246317,Malvaceae,SPECIES,NA,2011,PRESERVED_SPECIMEN,PRESENT
Adansonia za,46.883219,-16.386405,MDG,NA,3014101618,Malvaceae,SPECIES,30826,2017,HUMAN_OBSERVATION,PRESENT
Adansonia za,43.748923,-23.005812,MDG,NA,3014097398,Malvaceae,SPECIES,30217,2015,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-96.20336,15.77449,MEX,NA,3014095610,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.759348,-24.030331,MDG,NA,3014094923,Malvaceae,SPECIES,30112,2017,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-102.827001,21.156517,MEX,NA,3014092814,Malvaceae,SPECIES,31,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-83.564722,8.683611,CRI,NA,3014089912,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-96.20068,15.77174,MEX,NA,3014086589,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-83.528336,8.678655,CRI,NA,3014076909,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.267111,11.224273,BEN,NA,3014072615,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Ceiba speciosa,-46.724603,-23.558955,BRA,NA,3014062831,Malvaceae,SPECIES,32,2017,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.791698,-24.152125,MDG,NA,3014057934,Malvaceae,SPECIES,30112,2017,HUMAN_OBSERVATION,PRESENT
Adansonia za,43.831043,-23.428845,MDG,NA,3014057413,Malvaceae,SPECIES,30175,2019,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-57.832845,6.609404,GUY,NA,3014052336,Malvaceae,SPECIES,246,2018,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.73727,-24.061622,MDG,NA,3014041972,Malvaceae,SPECIES,30112,2017,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-99.034516,18.977282,MEX,NA,3014040003,Malvaceae,SPECIES,2276,2020,HUMAN_OBSERVATION,PRESENT
Adansonia za,44.97781,-22.985849,MDG,NA,3014039406,Malvaceae,SPECIES,43583,2008,HUMAN_OBSERVATION,PRESENT
Adansonia za,43.810733,-23.033091,MDG,NA,3014039301,Malvaceae,SPECIES,30217,2008,HUMAN_OBSERVATION,PRESENT
Bombax ceiba,77.524332,12.881802,IND,NA,3014030797,Malvaceae,SPECIES,498,2018,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.635302,9.898188,BEN,NA,3014021821,Malvaceae,SPECIES,31250,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.664595,12.327191,BFA,NA,3014018821,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Adansonia za,46.241741,-25.061972,MDG,NA,3014009380,Malvaceae,SPECIES,30003,2019,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.58027,9.79756,BEN,NA,3014002845,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Pachira aquatica,-103.835086,21.838269,MEX,NA,3013985509,Malvaceae,SPECIES,589,2000,HUMAN_OBSERVATION,PRESENT
Adansonia za,44.712047,-22.886908,MDG,NA,3013975413,Malvaceae,SPECIES,30237,2017,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.669484,-24.049761,MDG,NA,3013949987,Malvaceae,SPECIES,30112,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-83.577919,8.693758,CRI,NA,3013949923,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.729131,-24.09793,MDG,NA,3013943970,Malvaceae,SPECIES,30112,2017,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.55495,9.921145,BEN,NA,3013941834,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Adansonia za,44.710959,-19.75428,MDG,NA,3013941510,Malvaceae,SPECIES,30545,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.554968,9.92114,BEN,NA,3013940825,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-96.175179,15.777256,MEX,NA,3013934584,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,2.907726,11.361328,BEN,NA,3013916813,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Spirotheca rivieri,-49.335557,-26.789459,BRA,NA,3013912457,Malvaceae,SPECIES,129,2020,HUMAN_OBSERVATION,PRESENT
Ceiba aesculifolia,-96.8038,16.4764,MEX,NA,3013908007,Malvaceae,SUBSPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Bombax ceiba,76.286707,10.551355,IND,NA,3013903384,Malvaceae,SPECIES,21,2019,HUMAN_OBSERVATION,PRESENT
Adansonia za,44.643665,-22.827153,MDG,NA,3013901398,Malvaceae,SPECIES,30237,2019,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,28.737104,-22.789433,ZAF,NA,3013895092,Malvaceae,SPECIES,244,2018,HUMAN_OBSERVATION,PRESENT
Adansonia za,44.65824,-20.101472,MDG,NA,3013886403,Malvaceae,SPECIES,30508,2017,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.638563,-23.158164,MDG,NA,3013869829,Malvaceae,SPECIES,30217,2017,HUMAN_OBSERVATION,PRESENT
Ceiba chodatii,-55.954235,-27.235344,PRY,NA,3013867645,Malvaceae,SPECIES,29751,2020,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.793899,-24.078444,MDG,NA,3013862926,Malvaceae,SPECIES,30112,2017,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-75.349545,7.579029,COL,NA,3013858993,Malvaceae,SPECIES,941,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,1.531533,9.919811,BEN,NA,3013857849,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Spirotheca rivieri,-48.884444,-25.477778,BRA,NA,3013438732,Malvaceae,SPECIES,NA,2020,PRESERVED_SPECIMEN,PRESENT
Pachira insignis,-62,-0.083333,BRA,NA,3013430450,Malvaceae,SPECIES,NA,1996,PRESERVED_SPECIMEN,PRESENT
Spirotheca rivieri,-48.663889,-27.719167,BRA,NA,3013426539,Malvaceae,SPECIES,NA,2019,PRESERVED_SPECIMEN,PRESENT
Spirotheca rivieri,-49.886389,-26.9975,BRA,NA,3013355712,Malvaceae,SPECIES,NA,2020,PRESERVED_SPECIMEN,PRESENT
Pseudobombax millei,-79.6025,-3.308889,ECU,2,3008975314,Malvaceae,SPECIES,NA,2009,PRESERVED_SPECIMEN,PRESENT
Adansonia rubrostipa,43.609462,-23.166668,MDG,NA,3008556310,Malvaceae,SPECIES,30217,2011,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-86.99909,14.006579,HND,NA,3008532852,Malvaceae,SPECIES,15,2020,HUMAN_OBSERVATION,PRESENT
Pachira aquatica,-92.576235,15.212724,MEX,NA,3008523752,Malvaceae,SPECIES,7634,2020,HUMAN_OBSERVATION,PRESENT
Ceiba speciosa,-46.542117,-23.672613,BRA,NA,3008514473,Malvaceae,SPECIES,10,2020,HUMAN_OBSERVATION,PRESENT
Pachira aquatica,-88.653682,17.752072,BLZ,NA,3008512450,Malvaceae,SPECIES,210,2004,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,31.397812,-23.521467,ZAF,NA,3008481841,Malvaceae,SPECIES,NA,2016,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-92.644761,15.070946,MEX,NA,3008459815,Malvaceae,SPECIES,271,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.66951,10.675562,BEN,NA,3008450789,Malvaceae,SPECIES,NA,2020,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,29.826419,-23.010573,ZAF,NA,3008445816,Malvaceae,SPECIES,532,2015,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.544871,12.512835,NER,NA,3008441621,Malvaceae,SPECIES,NA,2017,HUMAN_OBSERVATION,PRESENT
Adansonia digitata,2.743481,13.210941,NER,NA,3008411555,Malvaceae,SPECIES,NA,2018,HUMAN_OBSERVATION,PRESENT
Bombax ceiba,76.759812,10.166458,IND,NA,3005254982,Malvaceae,SPECIES,13522,2016,HUMAN_OBSERVATION,PRESENT
Adansonia za,44.042544,-23.157937,MDG,NA,3005253733,Malvaceae,SPECIES,30217,2014,HUMAN_OBSERVATION,PRESENT
Adansonia rubrostipa,43.667018,-23.158854,MDG,NA,3005245377,Malvaceae,SPECIES,30217,2019,HUMAN_OBSERVATION,PRESENT
Ceiba pentandra,-89.629872,20.968147,MEX,NA,3005241471,Malvaceae,SPECIES,4208,2020,HUMAN_OBSERVATION,PRESENT
