mal
Sterculia abbreviata
Waltheria detonsa
Abutilon mauritianum
Matisia loesensii
Eriotheca grandiflora
Acaulimalva oriastra
Wercklea intermedia
Fuertesimalva killipii
Hibiscus escobariae
Pavonia marcisi
Nototriche obtusa
Acaulimalva parnassiifolia
Nototriche artemisioides
Nototriche pinnata
Nototriche aretioides
Nototriche tovari
Tetrasida serrulata
Pseudabutilon glomeratum
Abutilon multiflorum
Nototriche purpurascens
Sida tobatiensis
Malva multiflora
Pseudabutilon cowanii
Abutilon fuscicalyx
Nototriche castelnaeana
Abutilon depauperatum
Malvastrum grandiflorum
Pavonia vinosa
Abutilon pedunculare
Abutilon globiflorum
Fuertesimalva macrocarpa
Quararibea stenophylla
Malvastrum scoparioides
Triumfetta sericata
Mortoniodendron anisophyllum
Byttneria rojasii
Peltaea ovata
Gaya matutina
Pavonia schimperiana
Sida odorata
Malacothamnus abbottii
Pavonia achanioides
Tetrasida weberbaueri
Pavonia heterotricha
Pachira dugandeana
Ayenia schumanniana
Cienfuegosia subprostrata
Pavonia balansae
Acaulimalva steinbachii
Pavonia yatarendana
Wissadula cardenasii
Gyranthera darienensis
Gaya mutisiana
Malvastrum cristobalianum
Byttneria minytricha
Pachira sessilis
Matisia gentryi
Sterculia recordiana
Gaya kelleri
Nototriche parviflora
Sida graniticola
Pavonia chiquitensis
Pavonia undulata
Sida chiquitana
Nototriche pulverulenta
Nototriche rugosa
Nototriche borussica
Woodianthus sotoi
Nototriche auricoma
Sida gracilipes
Christiana eburnea
Sida schininii
Malvastrum boyuibeanum
Malvastrum pucarensis
Pavonia flavoferruginea
Cienfuegosia hispida
Gaya ibitipocana
Sida beckii
Gaya cardenasii
Sida monteiroi
Sida gracillima
Eriotheca vargasii
Nototriche pedatiloba
Pavonia edouardii
Malvastrum trifidum
Nototriche sulphurea
Nototriche lanata
Monteiroa triangularifolia
Pavonia tricalycaris
Sidasodes jamesonii
Nototriche nana
Palaua malvifolia
Quararibea obovalifolia
Callianthe senilis
Pavonia inseperabilis
Bombax paraensis
Abutilon rufivellum
Sida patuliloba
Pavonia ramosissima
Palaua rhombifolia
Hibiscus flagellifromis
Hibiscus hilarianus
Sida luetzelburgii
Eriotheca platyandra
Sida jatrophoides
Nototriche erinacea
Palaua moschata
Sida decandra
Pachira calophylla
Anoda pentaschista
Abutilon costivalyx
Pavonia quadrifida
Talipariti elatum
Pachira arenaria
Cristaria grandidentata
Tarasa cerratei
Palaua guentheri
Byttneria arborescens
Malva ptarmicaefolia
Bernoullia swieternoides
Palaua pusilla
Waltheria polyantha
Melochia peruviana
Malvastrum mollenoense
Gossypium klotzschianum
Tarasa heterophylla
Gaya occidentalis
Sida echinata
Sida interrupta
Sphaeralcea gracilis
Nototriche meyenii
Byttneria lancifolia
Bakeridesia notolophium
Byttneria maupensis
Triumfetta lasiophylla
Pavonia glaziovii
Matisia eichleri
Melochia granulosa
Waltheria lophanthus
Acaulimalva stuebelii
Byttneria vargasii
Ayenia saligna
Sterculia narinoensis
Abutilon briquetii
Sphaeralcea purpurata
Bastardiopsis turumiquirensis
Pavonia matrogrossensis
Gossypium darwinii
Abutilon arequipense
Pavonia conferta
Sida gargatheirensis
Sphaeralcea velutina
Kearnemalvastrum lacteum
Mollia macrophylla
Nototriche pulvinata
Mollia paraensis
Theobroma sylvestris
Pavonia rojasii
Pavonia schwackei
Gaya triflora
Waltheria reclinata
Byttneria lindmannii
Wissadula pavonii
Notriche discolor
Nototriche orbignyana
Pavonia baehiensis
Bastardia conferta
Anoda crenatiflora
Fuertesimalva stipulata
Hibiscus flagellifomis
Nototriche cajonensis
Byttneria abutiloides
Malvastrum pumillimum
Nototriche glacialis
Gaya mollendoensis
Dombeya viburniflora
Helicteres cuneata
Tarasa corrugata
Byttneria flexuosa
Abutilon friesii
Sterculia costaricana
Luehea conwentsii
Abutilon pedrae-brancae
Sida lechleri
Quararibea tessmannii
Bombax corizceum
Ayenia villicocca
Allosidastrum interruptum
Nototriche condensata
Cristaria insularis
Nototriche epileuca
Callianthe malmeana
Melochia inflata
Bombax carabotense
Waltheria biribiricensis
Theobroma aspera
Andeimalva spiciformis
Sida lapaensis
Sida chapadensis
Helicteres mexicana
Mollia cordata
Melochia kerriaefolia
Gaya fiebrigii
Pavonia hassleriana
Pavonia scabra
Byttneria ostenii
Nototriche lorentzii
Wissadula fuscorosea
Sterculia pojoira
Pavonia rhodantha
Sida rivulicola
Ayenia cuatrecasae
Cavanillesia tuberculata
Nototriche alternata
Byttneria celtoides
Bastardiopsis yaracuyensis
Pseudabutilon callimophum
Malvastrum belloa
Melochia colombiana
Nototriche clandestina
Malvastrum scoparia
Malvastrum nudum
Sida veronicaefolia
Abutilon permolle
Nototriche congesta
Cristaria moliniae
Sida brachystemon
Nototriche werdermannii
Akrosida macrophylla
Malvastrum modiolifome
Matisia macrophylla
Bombax oleagineum
Nototriche tucumana
Pavonia tiliifolia
Palaua velutina
Abutilon divaricatum
Pachira obtusa
Bombax celendinus
Melochia lanata
Abutilon moruaei
Cristaria cordatorotundifolia
Pavonia ulei
Ayenia fruticosa
Luehea hoenhei
Pavonia lindmannii
Nototriche longituba
Herrania amazonica
Mollia longifolia
Nototriche staffordiae
Palaua inconspicua
Mollia cuneata
Myrodia multiflora
Nototriche stuebelii
Pavonia penduliflora
Abutilon anodoides
Malva farnossiaefolia
Sida cordata
Nototriche gracilens
Gaya peruviana
Sida anodifolia
Quararibea steyermarkii
Pseudabutilon cymosum
Pavonia bullata
Byttneria paupera
Eriodendron hypoleucum
Luehea eichleri
Sida pseudocymbalaria
Sida verticellata
Waltheria glazioviana
Luehea villosa
Sterculia rubiginosa
Byttneria exiogona
Nototriche digitulifolia
Abutilon retinophyllum
Nototriche stenopetala
Mollia lucens
Callianthe muelleri-friderici
Byttneria morifolia
Quararibea schultesia
Waltheria macrophylla
Sidasodes colombiana
Malva gillesii
Callianthe glaziovii
Malvaviscus longifolius
Gaya abutiloides
Malva areastrum
Quararibea itricata
Bombax longiflorum
Sida wingfieldii
Sida calchaquiensis
Melochia nepetioides
Abutilon macrocarpum
Chorisia poeppigiana
Bastardia plumosa
Quararibea velutina
Abutilon parciflorum
Helicteres longepedunculata
Abutilon falcatum
Matisia sulcata
Byttneria obtusa
Cristaria tenuissima
Abutilon puberulentum
Melochia corymbosa
Pavonia catharinensis
Briquetia bihamata
Hibiscus trilineatus
Malvastrum bicuspidatum
Sterculia albidiflora
Lagunaria patersonii
Ayenia echinococca
Abutilon theophrasti
Dendrosida oxypetala
Quararibea glazovii
Pseudobombax crozatii
Sida subcuneata
Hibiscus salviaefolius
Callianthe elegans
Sterculia ivira
Helicteres angustifolia
Helicteres althaeifolia
Abutilon piurense
Helicteres friesii
Brachychiton acerifolius
Cristaria pauciflora
Cristaria hispida
Thespesia grandiflora
Bombax decaphyllum
Sida ruizii
Byttneria orinocensis
Theobroma duckei
Pavonia castanaefolia
Pavonia sapucayensis
Sida acutifolia
Eriotheca estevesiae
Hibiscus gregoryi
Mortoniodendron rostratum
Matisia carderi
Sparmannia africana
Melochia mollissima
Adansonia digitata
Melochia umbellata
Pseudobombax petropolitanum
Grewia asiatica
Calyptraemalva catharinensis
Pavonia exasperata
Pavonia salmonea
Pachira stenopetala
Bakeridesia andradelimae
Hibiscus roseus
Sterculia curiosa
Pseudobombax riopretense
Helicteres krapovickasii
Sida gertiana
Sida mysorensis
Wissadula paraguayensis
Pachira moreirae
Gossypium mustelinum
Pterygota excelsa
Sida bradei
Helicteres brevispina
Wissadula subsessiliflora
Wissadula setosa
Waltheria procumbens
Abutilon trisulcatum
Cienfuegosia hassleriana
Wissadula cuspidata
Sterculia macerenica
Helicteres lanceolata
Huberodendron ingens
Waltheria tomentosa
Sterculia rigidifolia
Melochia hirsuta
Matisia alchornaefolia
Hampea trilobata
